market,year,visits,spend,nights
Russia,2007,165.122779638,193.247362536,1450.96822278
Russia,2008,125.006901865,113.900877059,757.469787425
Russia,2009,85.735525481,87.796926428,545.093726091
Russia,2010,119.078942848,120.167190101,905.634685211
Russia,2011,154.364110862,234.342324303,1291.35598057
Russia,2012,155.282329175,164.995619929,1122.48319938
Russia,2013,147.243733888,168.810895843,956.954502949
Russia,2014,164.825299916,178.507857896,1340.79223207
Russia,2015,99.009386869,83.587959592,772.633480858
Saudi Arabia,2002,42.841656881,59.649383228,384.546200263
Saudi Arabia,2003,34.149793881,47.792184396,294.723346824
Saudi Arabia,2004,37.725659101,54.229391808,364.414006868
Saudi Arabia,2005,36.982993765,74.392219623,438.333839042
Saudi Arabia,2006,39.512731388,87.634131023,442.513373967
Saudi Arabia,2007,56.480272172,93.699074353,621.354756257
Saudi Arabia,2008,63.827496203,137.95174382,714.008504779
Saudi Arabia,2009,58.588155046,120.198379589,571.599429463
Saudi Arabia,2010,54.211539894,101.535352569,424.567795891
Saudi Arabia,2011,66.835191606,175.521728032,761.84345047
Saudi Arabia,2012,74.441872833,202.831133895,645.817343888
Saudi Arabia,2013,90.946555524,218.74663904,906.868393031
Saudi Arabia,2014,99.147129657,250.320610352,1051.98513683
Saudi Arabia,2015,103.909091669,317.295232584,1151.92269589
Singapore,2002,57.456061362,32.399872942,328.762222492
Singapore,2003,52.554538756,39.936430494,277.062338721
Singapore,2004,57.155779411,40.280639686,331.70966636
Singapore,2005,49.905190988,35.26390089,359.466451243
Singapore,2006,70.865267975,54.702767228,506.922351586
Singapore,2007,63.444957898,61.636883602,449.220106564
Singapore,2008,76.959014416,62.08750835,403.624409938
Singapore,2009,64.700659195,59.286738831,410.820049818
Singapore,2010,89.24954079,77.104335403,533.327936959
Singapore,2011,88.866435722,105.683423194,585.082647015
Singapore,2012,106.654526381,125.508570955,861.323122689
Singapore,2013,91.506256951,122.772204226,495.517578802
Singapore,2014,120.618488104,144.326621852,735.171468655
Singapore,2015,148.586448654,212.382597213,946.89452246
South Africa,2002,162.530594247,111.153718025,2008.14329857
South Africa,2003,156.753932017,152.304186708,1662.90063497
South Africa,2004,167.643890379,97.516182443,1732.82832377
South Africa,2005,180.130481524,106.50880081,1568.23802255
South Africa,2006,216.824578136,134.692024022,2549.64743666
South Africa,2007,174.829447507,124.700149424,2115.15135752
South Africa,2008,164.232284009,126.532365372,1571.06994816
South Africa,2009,131.536326752,79.576585666,1684.61543254
South Africa,2010,123.439927086,106.411520539,960.252912061
South Africa,2011,108.734812082,87.548856931,773.488456619
South Africa,2012,118.816167048,115.063328266,1026.88780913
South Africa,2013,142.342565892,131.80918642,1379.98997149
South Africa,2014,124.489544614,132.121614885,996.677433734
South Africa,2015,134.481453206,138.824333631,1059.47179506
South Korea,2002,66.993415148,35.779908837,548.81519092
South Korea,2003,88.628364226,39.641526182,568.538459357
South Korea,2004,114.559069241,40.384204721,513.424447813
South Korea,2005,119.130647487,46.331899989,868.786936789
South Korea,2006,119.403595416,44.490132962,684.360078301
South Korea,2007,127.956514627,64.593556169,828.034095079
South Korea,2008,109.46713204,67.481160373,1244.17347518
South Korea,2009,58.031894745,48.520485902,635.152406783
South Korea,2010,84.789878621,50.67651719,856.545867759
South Korea,2011,108.105051471,78.965555226,691.879005796
South Korea,2012,130.74695834,66.0603955,631.681118716
South Korea,2013,154.823069451,83.336410801,914.275549237
South Korea,2014,164.58170167,127.64215091,1075.18466863
South Korea,2015,181.91495477,82.276955287,799.758065525
Spain,2002,444.350326627,211.963851937,3255.10448316
Spain,2003,526.562875591,220.592685695,3568.4770226
Spain,2004,691.629815098,273.299906603,4201.32723744
Spain,2005,709.688241207,268.825939773,4289.93027778
Spain,2006,933.518572525,376.36738788,5189.64654124
Spain,2007,967.51332405,402.751733566,5224.01972962
Spain,2008,895.293693557,381.06793329,4496.56829308
Spain,2009,1011.26223091,463.792260339,5066.9552163
Spain,2010,875.238526769,403.188861232,4542.38967311
Spain,2011,894.848653806,436.161561767,4785.41050653
Spain,2012,795.8884001,365.6398736,4923.33820994
Spain,2013,865.731672618,498.686653378,5335.692118
Spain,2014,984.288076086,508.759369328,6129.08674822
Spain,2015,1153.21263132,513.217055705,6017.16701301
Sweden,2002,291.889962082,112.951555806,1263.9520348
Sweden,2003,307.882878224,105.908738408,1299.18617185
Sweden,2004,327.232622976,120.838720947,1478.77591516
Sweden,2005,333.756596071,118.044044366,1653.70238513
Sweden,2006,383.067848811,143.368369362,1390.56976647
Sweden,2007,401.862557444,155.736171657,1832.86327966
Sweden,2008,417.519887497,195.894527216,1736.46153571
Sweden,2009,335.088042129,146.454795117,1404.18018839
Sweden,2010,442.619784418,206.789439446,1699.14892837
Sweden,2011,457.673084953,237.999945758,1978.99180289
Sweden,2012,503.056276106,239.656560166,2038.19430161
Sweden,2013,516.135676514,277.6061527,2223.44438569
Sweden,2014,547.405309927,325.206451703,1942.9475533
Sweden,2015,553.649813626,365.165980891,2315.68354975
Switzerland,2002,310.64369049,129.748191627,1149.09601478
Switzerland,2003,297.14938551,125.557038628,1217.30275971
Switzerland,2004,292.607341616,138.313173803,1066.21407726
Switzerland,2005,331.378789519,163.905322612,1388.12114941
Switzerland,2006,389.227227379,206.152865457,1943.10190142
Switzerland,2007,372.418972391,184.024457583,1492.67381274
Switzerland,2008,348.246871795,157.759869164,1380.43091852
Switzerland,2009,354.314323389,202.793353393,1612.74702439
Switzerland,2010,314.509065251,162.239824719,1178.89883746
Switzerland,2011,391.208891587,233.417270264,1752.55836023
Switzerland,2012,425.032107776,337.645587995,1689.4349553
Switzerland,2013,453.770637726,303.014860244,1908.27193531
Switzerland,2014,503.073927285,308.48360659,1853.63168832
Switzerland,2015,504.372474513,332.97591637,2300.12920926
Taiwan,2002,18.857968017,15.955491733,205.214950243
Taiwan,2003,20.369664953,15.554080236,236.162749599
Taiwan,2004,23.325825051,18.593411317,224.621538103
Taiwan,2005,22.123662174,16.893727358,238.857259586
Taiwan,2006,18.94439295,9.89225117,124.623040781
Taiwan,2007,23.110429958,18.709958181,136.482750483
Taiwan,2008,17.792403013,19.18260968,388.021486466
Taiwan,2009,23.055323988,54.970564296,146.577218849
Taiwan,2010,23.329388187,21.752215469,215.324430721
Taiwan,2011,23.635838922,9.240711795,112.919488984
Taiwan,2012,27.022714093,35.234047021,430.570936932
Taiwan,2013,28.751088798,34.171291267,224.597179219
Taiwan,2014,37.919176399,38.897883665,403.484709981
Taiwan,2015,33.658773453,62.759100114,340.611223471
Thailand,2002,21.438677997,13.744902887,180.104785562
Thailand,2003,26.333806054,18.692680967,200.416630179
Thailand,2004,29.555614789,23.612913927,262.342118979
Thailand,2005,27.289642808,21.272283448,205.69614639
Thailand,2006,29.681224137,22.991350649,361.93473985
Thailand,2007,36.54388094,32.960833459,415.411004391
Thailand,2008,22.049665063,18.614353847,268.486429262
Thailand,2009,39.387633327,34.334704254,384.88501269
Thailand,2010,30.076497867,25.240210541,453.572570057
Thailand,2011,35.895861118,43.297853998,419.490031138
Thailand,2012,38.022603778,35.259303946,384.78295829
Thailand,2013,41.944174948,58.207469442,271.741842381
Thailand,2014,35.467313957,30.169357145,332.539712956
Thailand,2015,43.326052338,51.896106917,510.896709298
Turkey,2002,41.186853795,31.658529966,381.032422863
Turkey,2003,61.043753971,44.486876916,536.657977116
Turkey,2004,55.925491035,50.936270396,494.060111936
Turkey,2005,51.86198698,60.531588186,372.451918775
Turkey,2006,91.641897084,56.70764517,1167.65071684
Turkey,2007,77.892664643,94.5834194,841.240725892
Turkey,2008,75.405928641,62.300206594,614.608284541
Turkey,2009,58.857911195,50.926242506,530.123251557
Turkey,2010,71.74700676,76.313064876,645.011495085
Turkey,2011,69.419882848,73.299850972,669.825384079
Turkey,2012,91.463656944,101.478748387,913.892372605
Turkey,2013,90.813643518,83.560988712,627.851371949
Turkey,2014,102.988284264,100.944289802,817.256309512
Turkey,2015,116.805887608,79.745229049,627.337240356
United Arab Emirates,2002,60.558880074,68.703576175,663.001085558
United Arab Emirates,2003,58.285024126,58.439258437,538.96094449
United Arab Emirates,2004,73.195767778,94.970065633,689.261991168
United Arab Emirates,2005,61.776979349,90.384866953,562.347335266
United Arab Emirates,2006,89.069556102,107.297036054,867.015420549
United Arab Emirates,2007,91.490018934,101.226725265,838.371727611
United Arab Emirates,2008,123.686443519,173.301367535,849.93571699
United Arab Emirates,2009,121.426994999,184.406873655,1119.07762499
United Arab Emirates,2010,107.223095579,174.217207975,1133.78448411
United Arab Emirates,2011,118.191408584,141.301586617,973.60447918
United Arab Emirates,2012,133.326225036,286.122559819,1228.31354779
United Arab Emirates,2013,161.316132338,415.680793417,1651.52260799
United Arab Emirates,2014,152.078279318,297.601187105,1187.91039828
United Arab Emirates,2015,181.312990062,301.392911513,1504.94313621
United States of America,2002,2446.3302443,1462.29888727,14139.1329431
United States of America,2003,2233.11619324,1412.34278983,12677.4591186
United States of America,2004,2406.37663044,1400.74041513,13340.6866506
United States of America,2005,2276.81509661,1473.22981267,12345.9879364
United States of America,2006,2536.89637122,1598.57375524,13843.4218878
United States of America,2007,2333.61419013,1578.08445669,13218.4603951
United States of America,2008,1907.87105513,1333.43895517,11463.8467912
United States of America,2009,1839.14863343,1278.77179294,10242.8405768
United States of America,2010,1765.5577235,1295.27219844,11390.2157471
United States of America,2011,1842.79152983,1386.56157572,10485.4465359
United States of America,2012,1862.3213585,1487.03798029,11225.6772102
United States of America,2013,1877.87329691,1522.32864228,10265.301655
United States of America,2014,1982.18632865,1667.50550195,13388.3303856
United States of America,2015,2142.32434708,1811.13504614,11832.3804234
